PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range
51 10.6 16.0 7.2 1.8 0.1 8.8
45 9.2 14.4 4.2 0.4 0 10.2
65 9.3 14.0 5.4 3.0 0 8.6
66 7.5 11.6 3.6 0.0 0 8.0
51 4.7 8.9 2.0 3.6 0 6.9
64 4.4 9.6 -0.2 0.0 0 9.8
56 5.1 9.9 0.7 2.1 0 9.2
74 7.1 10.5 3.0 4.3 0 7.5
81 7.2 11.5 3.1 0.0 0 8.4
96 6.7 12.7 1.4 0.0 0 11.3
114 7.9 14.3 2.2 0.0 0 12.1
129 8.6 13.9 3.2 0.0 0 10.7
181 9.5 14.2 6.4 1.0 0 7.8
229 8.2 12.6 4.6 5.0 0 8.0
161 9.2 13.0 6.8 6.9 0 6.2
160 9.4 12.7 6.1 6.9 1.0 6.6
53 3.1 9.3 -0.5 1.0 0 9.8
32 0.2 3.4 -2.0 0.9 0 5.4
35 0.9 4.4 -3.1 3.6 0.0 7.5
53 7.3 9.6 3.4 8.3 0.0 6.2
66 6.5 8.2 4.0 8.4 1.5 4.2
41 1.6 4.9 -1.2 0.0 0 6.1
59 2.1 8.0 -3.4 4.9 2.0 11.4
49 1.4 4.8 -1.0 7.0 0 5.8
56 2.1 3.6 0.2 9.4 0 3.4
50 2.7 8.4 -1.3 3.3 0 9.7
38 1.8 4.6 0.1 8.3 0 4.5
43 0.1 3.2 -2.4 1.1 0 5.6
59 -0.7 3.8 -5.0 2.1 0 8.8
66 2.0 6.3 -2.0 1.6 0 8.3
63 2.0 5.4 -1.2 3.9 0 6.6
81 2.9 8.1 -2.0 3.4 0 10.1
64 5.9 10.9 1.5 0.3 0 9.4
46 5.4 8.0 3.9 7.5 5.5 4.1
199 -2.6 4.2 -5.6 2.5 0.2 9.8
93 -5.1 -2.3 -6.9 1.4 0 4.6
49 -5.5 -2.6 -7.9 0.5 0 5.3
54 -3.3 1.0 -8.6 3.1 0 9.6
61 -2.6 1.3 -6.8 3.0 0.1 8.1
44 -4.9 -1.0 -8.8 0.5 0 7.8
65 -3.6 0.9 -7.5 0.4 0 8.4
71 -1.6 2.6 -5.4 5.9 0 8.0
41 -1.6 1.1 -3.9 4.8 0.0 5.0
62 -2.9 0.8 -6.2 0.0 0 7.0
65 -2.1 2.6 -7.1 0.6 0 9.7
76 -0.2 3.3 -3.3 4.1 0.0 6.6
58 1.4 6.8 -2.6 1.9 0.0 9.4
66 -0.4 3.1 -2.4 0.6 0 5.5
65 -1.4 2.7 -4.7 0.0 0 7.4
70 -1.5 3.0 -5.1 1.0 0 8.1
96 -1.5 3.3 -3.8 7.0 1.2 7.1
69 -4.6 -0.6 -7.3 0.0 0 6.7
55 -2.1 1.3 -6.8 7.5 6.7 8.1
35 -4.8 1.3 -7.5 1.1 0 8.8
27 -9.9 -7.3 -11.4 0.0 0 4.1
49 -6.5 -2.0 -12.0 2.6 0 10.0
118 1.5 5.7 -3.4 7.5 0.0 9.1
76 -0.7 1.9 -3.0 0.0 0 4.9
55 0.0 5.2 -5.4 2.1 0 10.6
42 -2.5 3.7 -6.9 7.4 1.5 10.6
72 -6.6 -3.9 -8.0 1.1 0 4.1
66 -3.5 1.0 -8.3 1.3 0 9.3
82 2.2 5.7 -1.1 9.3 0 6.8
130 3.7 8.1 0.8 3.3 0 7.3
160 4.9 9.6 0.5 2.8 0 9.1
132 7.4 11.1 4.0 6.4 0 7.1
66 10.5 13.4 6.2 9.0 1.0 7.2
75 12.2 13.5 11.0 10.0 13.5 2.5
18 7.0 12.3 3.3 9.8 8.5 9.0
24 3.1 4.7 2.0 7.6 1.5 2.7
47 2.2 6.2 -0.7 3.1 0 6.9
54 5.1 10.0 1.9 5.1 0 8.1
68 2.4 5.2 0.6 9.5 6.5 4.6
50 -0.1 1.9 -3.0 7.6 4.0 4.9
65 -4.6 -2.2 -6.0 2.4 0.0 3.8
63 -4.2 -0.6 -6.7 0.1 0 6.1
49 -2.8 1.0 -6.0 0.0 0 7.0
80 -1.9 3.3 -7.2 0.1 0 10.5
86 1.5 3.8 -1.6 9.5 0.5 5.4
89 -0.2 2.2 -3.1 5.0 0 5.3
45 -3.0 0.1 -4.9 0.6 0 5.0
41 -1.7 2.9 -6.2 2.9 0.4 9.1
85 -0.5 2.3 -3.1 0.1 0 5.4
55 -1.8 2.0 -4.8 0.0 0 6.8
55 1.4 5.6 -3.9 3.8 0 9.5
74 4.3 8.1 2.2 3.3 0 5.9
96 4.0 10.3 -1.1 0.0 0 11.4
128 3.9 9.0 0.0 6.3 0 9.0
118 4.7 9.0 0.9 1.9 0 8.1
131 5.9 9.4 3.2 9.3 0.0 6.2
127 4.2 9.1 0.6 0.9 0 8.5
75 2.0 4.8 -3.2 5.3 0.0 8.0
36 -1.9 1.3 -5.1 3.6 0 6.4
47 -0.6 2.8 -3.2 4.9 0.0 6.0
48 -1.7 2.7 -5.0 2.5 0.0 7.7
35 -1.1 2.9 -4.7 2.8 0 7.6
41 0.2 4.3 -3.3 0.1 0 7.6
55 1.2 5.8 -3.0 0.0 0 8.8
67 1.7 6.9 -3.3 0.1 0 10.2
97 3.5 6.3 -0.3 8.9 0 6.6
84 2.7 6.4 -1.6 6.3 1.4 8.0
36 -1.7 2.5 -4.8 0.0 0 7.3
46 -0.5 4.1 -5.0 0.0 0 9.1
70 3.1 8.2 -2.8 1.9 0 11.0
103 3.9 6.1 1.6 8.4 1.0 4.5
107 5.6 9.6 3.3 5.6 0 6.3
75 5.0 10.2 2.1 1.8 0 8.1
82 6.3 12.6 0.4 0.0 0 12.2
81 5.3 8.4 2.6 8.9 0 5.8
75 6.4 10.8 2.9 5.6 0 7.9
117 7.3 10.6 4.6 9.4 0 6.0
127 6.1 11.3 2.9 4.6 0 8.4
180 6.6 13.1 1.1 4.3 0 12.0
151 7.0 11.5 4.5 5.1 0 7.0
58 4.8 9.4 2.3 1.9 0 7.1
71 4.2 8.3 -0.7 5.5 0 9.0
81 4.0 6.2 1.4 10.0 0.5 4.8
44 1.8 4.6 -0.9 6.3 2.5 5.5
37 1.2 5.8 -2.9 0.0 0 8.7
54 3.8 8.7 -0.9 0.4 0 9.6
108 9.2 14.9 2.4 5.8 0 12.5
85 9.1 13.3 6.0 3.4 0.5 7.3
68 7.4 12.6 3.2 0.0 0 9.4
74 9.3 15.5 3.5 0.3 0 12.0
97 11.5 19.4 5.7 2.5 0 13.7
116 10.4 14.5 7.6 8.6 0.0 6.9
97 8.5 12.0 6.2 5.5 1.0 5.8
59 8.4 13.6 3.1 3.1 0 10.5
323 9.4 14.0 6.1 3.6 0 7.9
244 7.4 11.8 3.9 1.0 0 7.9
148 8.5 14.2 4.3 0.6 0 9.9
147 11.9 18.2 3.5 5.1 0 14.7
764 7.1 13.9 4.6 9.1 17.0 9.3
711 6.5 9.7 3.5 7.9 0 6.2
95 4.7 8.7 1.7 2.0 0 7.0
111 5.2 9.1 0.6 0.9 0 8.5
129 7.3 12.1 1.8 5.1 0 10.3
142 9.1 12.5 5.1 5.1 0 7.4
87 10.5 15.8 6.1 2.5 0 9.7
88 11.3 17.2 6.1 6.4 0 11.1
85 12.3 17.4 9.3 4.5 0 8.1
96 8.9 11.4 6.5 8.6 10.0 4.9
115 9.6 14.5 7.3 6.9 0.0 7.2
141 13.0 19.3 6.6 0.0 0 12.7
159 15.5 22.6 8.5 0.9 0 14.1
87 15.1 20.8 10.4 0.0 0 10.4
64 15.0 21.8 8.3 0.6 0 13.5
79 17.7 25.2 10.6 5.0 1.0 14.6
38 11.1 13.6 9.5 10.0 24.5 4.1
94 8.9 10.9 7.9 9.9 0.1 3.0
983 8.3 12.4 5.1 6.5 0 7.3
569 7.0 11.5 4.3 1.1 0 7.2
163 8.4 12.9 4.3 1.6 0 8.6
78 9.4 13.6 4.9 2.9 0 8.7
150 9.9 15.4 7.6 7.3 8.5 7.8
72 11.6 16.0 5.3 4.1 0 10.7
111 19.2 23.5 14.4 3.6 0 9.1
62 19.8 23.9 17.3 7.9 0.0 6.6
65 13.7 18.1 9.9 9.5 20.5 8.2
185 9.8 12.3 7.2 2.3 0 5.1
120 11.3 16.3 6.2 0.0 0 10.1
129 12.5 18.4 6.0 2.4 0 12.4
120 14.6 21.7 6.3 2.4 0 15.4
96 17.0 23.8 9.6 1.0 0 14.2
69 21.0 27.7 12.9 1.3 0 14.8
52 17.0 22.2 13.0 4.0 0 9.2
64 10.5 13.4 7.0 1.0 0 6.4
44 10.9 16.6 4.9 0.5 0 11.7
68 14.3 20.6 6.7 3.5 0 13.9
60 16.4 22.2 11.6 3.9 0 10.6
52 18.6 25.3 11.2 2.4 0 14.1
32 14.9 19.1 12.2 10.0 70.0 6.9
25 14.6 15.9 13.7 9.0 30.5 2.2
30 18.9 25.7 11.6 0.5 0 14.1
39 18.3 25.3 11.6 5.4 3.0 13.7
59 16.0 19.6 12.4 8.9 9.0 7.2
79 19.1 25.9 13.6 1.4 0 12.3
68 19.6 25.2 14.1 5.0 0 11.1
60 15.6 19.7 11.1 8.4 6.0 8.6
15 11.4 12.0 10.6 9.9 21.5 1.4
33 16.6 23.1 10.0 1.4 0 13.1
74 18.3 23.4 13.2 5.9 0 10.2
87 18.5 23.1 14.3 7.3 0 8.8
83 17.9 23.5 14.2 2.3 0 9.3
95 16.4 22.3 12.2 6.3 0 10.1
108 18.3 24.9 12.5 7.5 0 12.4
98 21.3 25.6 15.4 8.6 0 10.2
71 18.1 22.0 13.9 10.0 8.0 8.1
18 14.9 17.3 12.6 9.9 3.5 4.7
24 13.4 15.3 11.2 10.0 1.5 4.1
44 16.9 23.6 11.6 2.6 0 12.0
66 17.3 22.1 13.1 4.8 0 9.0
82 19.3 25.9 13.5 0.0 0 12.4
78 19.6 25.7 13.6 5.3 0 12.1
100 20.0 26.0 15.8 3.4 0 10.2
80 21.9 27.7 15.6 1.0 0 12.1
70 19.9 25.3 15.3 1.1 0 10.0
80 19.9 26.6 14.0 0.4 0 12.6
67 18.5 24.3 14.0 1.4 0 10.3
46 18.6 25.3 12.5 0.3 0 12.8
66 19.3 25.3 14.1 2.8 0 11.2
68 20.6 27.0 13.8 0.9 0 13.2
81 19.1 24.5 15.4 9.3 4.0 9.1
80 19.4 25.7 16.4 7.1 1.5 9.3
64 20.2 24.8 17.1 6.0 0.2 7.7
58 22.9 30.0 15.3 0.0 0 14.7
71 23.4 29.1 17.6 2.8 0 11.5
79 22.4 27.6 18.2 10.0 1.5 9.4
114 25.2 31.4 19.1 6.6 0 12.3
157 25.9 31.2 21.2 1.1 0 10.0
103 25.2 30.6 19.6 2.9 0 11.0
67 22.1 27.1 19.4 6.4 0 7.7
75 22.8 28.0 18.3 6.1 0 9.7
65 22.4 26.6 20.0 9.4 31.5 6.6
82 21.9 26.8 19.0 3.9 0 7.8
79 18.6 22.9 16.6 8.4 15.5 6.3
65 19.7 24.4 16.0 4.1 0 8.4
55 20.4 25.0 16.4 2.4 0 8.6
58 20.6 24.8 17.4 4.6 0.2 7.4
47 22.4 28.6 15.7 1.5 0 12.9
68 23.2 28.4 17.9 1.9 0 10.5
75 23.4 28.9 19.0 1.9 0 9.9
68 22.3 26.2 20.2 9.8 0.0 6.0
43 22.2 26.1 19.2 6.8 5.0 6.9
59 23.6 28.4 18.8 3.1 0 9.6
19 23.7 29.2 18.9 3.5 0 10.3
13 18.1 21.3 16.9 10.0 1.5 4.4
13 16.4 17.7 15.3 9.6 6.0 2.4
16 19.8 25.0 15.5 4.1 0 9.5
26 20.9 27.7 14.5 2.1 0 13.2
57 21.6 27.5 16.5 0.9 0 11.0
60 23.6 30.0 17.4 0.6 0 12.6
58 25.8 32.0 18.9 0.6 0 13.1
43 26.3 31.5 22.4 4.0 0.0 9.1
43 25.0 27.9 22.9 9.5 0.5 5.0
51 24.1 28.8 21.5 5.6 5.0 7.3
50 26.0 30.6 21.8 3.0 0 8.8
53 27.7 32.3 22.3 5.3 0 10.0
32 23.3 27.1 20.5 10.0 46.0 6.6
14 21.2 23.1 20.0 9.9 25.0 3.1
40 22.7 25.3 20.2 7.5 0.0 5.1
68 24.3 29.1 20.8 7.6 0.0 8.3
43 25.3 29.7 20.3 4.4 0 9.4
22 26.2 31.6 21.6 3.6 0 10.0
42 25.2 29.7 20.7 4.1 0 9.0
86 25.5 29.1 22.5 8.4 0 6.6
74 25.1 29.3 22.3 10.0 2.5 7.0
57 23.6 24.2 22.4 10.0 22.0 1.8
94 25.6 29.4 23.5 9.5 0.5 5.9
65 24.7 28.5 21.8 6.3 0 6.7
66 24.4 28.4 22.0 6.4 0.0 6.4
53 24.9 29.2 20.6 6.1 0 8.6
18 20.8 24.7 19.2 9.8 60.5 5.5
34 23.6 27.9 18.9 7.9 0.5 9.0
60 25.8 29.1 23.1 8.5 0.0 6.0
59 24.3 27.0 21.7 9.9 14.0 5.3
23 22.4 23.2 21.5 9.5 42.0 1.7
44 25.3 27.6 22.6 8.0 0.1 5.0
66 27.9 33.8 22.4 2.9 0 11.4
28 27.9 31.5 24.5 7.0 0.0 7.0
21 29.3 33.6 25.8 3.9 0 7.8
31 30.4 34.8 25.6 0.9 0 9.2
64 27.6 30.0 25.6 9.1 1.0 4.4
58 26.6 29.8 24.0 7.0 1.0 5.8
75 26.0 28.0 24.5 8.9 0.0 3.5
41 26.0 28.5 24.3 9.3 0.1 4.2
29 25.9 29.8 23.8 8.3 0.4 6.0
27 25.9 30.0 22.2 6.8 8.0 7.8
34 25.6 28.1 22.5 9.6 120.0 5.6
32 26.7 28.3 23.2 9.9 22.0 5.1
23 22.4 26.1 19.9 10.0 151.5 6.2
15 21.2 22.0 19.9 9.9 178.0 2.1
30 25.1 30.1 21.2 7.0 0.5 8.9
16 25.5 29.4 22.1 8.0 0.0 7.3
16 21.4 24.1 19.4 10.0 8.0 4.7
12 20.4 23.9 18.4 9.9 3.5 5.5
21 20.7 24.0 17.9 10.0 2.0 6.1
50 23.0 26.0 19.7 7.9 0.0 6.3
66 23.0 26.7 20.8 8.9 0.0 5.9
64 24.2 28.9 19.3 6.9 0 9.6
26 23.8 26.7 22.2 9.1 0 4.5
27 23.0 24.1 21.8 9.0 8.5 2.3
27 24.3 28.9 20.9 9.6 16.0 8.0
31 22.8 26.2 19.5 8.5 11.5 6.7
33 24.5 29.1 19.8 2.1 0 9.3
68 24.5 28.6 21.8 7.1 0 6.8
65 22.8 23.8 21.5 8.9 12.0 2.3
65 24.8 27.0 22.4 9.5 15.0 4.6
95 25.4 29.6 22.4 4.8 0 7.2
82 25.5 30.5 20.4 2.6 0 10.1
82 26.4 30.2 23.0 9.3 6.0 7.2
47 24.1 26.5 23.0 8.1 78.5 3.5
64 25.5 31.0 21.3 6.0 0 9.7
61 28.1 32.2 24.2 5.1 0 8.0
28 25.9 27.3 24.4 8.4 1.0 2.9
13 22.0 26.1 19.2 10.0 45.5 6.9
24 23.5 27.1 19.5 8.8 9.5 7.6
128 25.3 29.1 22.8 5.4 0 6.3
203 26.6 30.6 23.7 7.6 0 6.9
75 26.3 30.2 23.7 8.4 0 6.5
56 22.6 25.5 20.1 9.8 2.0 5.4
13 21.7 26.0 19.1 5.3 0 6.9
22 23.0 28.7 17.5 0.0 0 11.2
38 23.3 28.9 18.4 1.3 0 10.5
68 23.9 27.9 20.9 6.9 0.0 7.0
49 24.7 29.4 20.3 1.5 0 9.1
94 24.2 29.3 19.9 0.6 0 9.4
75 19.9 22.9 16.8 9.4 0.5 6.1
37 19.6 23.0 16.5 8.0 0 6.5
36 20.4 24.6 18.5 9.3 5.5 6.1
33 18.5 19.8 17.1 10.0 0.2 2.7
28 18.8 22.4 15.9 6.5 0.5 6.5
33 20.7 26.3 14.9 1.0 0 11.4
52 21.4 27.2 16.0 1.4 0 11.2
68 21.6 26.6 16.7 3.4 0 9.9
73 20.7 25.3 16.4 3.0 0 8.9
64 19.5 24.6 17.1 5.8 12.0 7.5
23 19.6 24.7 16.0 2.0 0 8.7
53 19.4 25.6 13.5 0.3 0 12.1
70 20.3 26.4 14.7 0.0 0 11.7
62 20.9 26.8 15.2 3.0 0 11.6
66 21.6 26.3 17.4 3.5 0 8.9
59 20.5 24.8 17.5 3.1 0 7.3
32 20.6 26.0 16.5 6.6 20.0 9.5
41 19.1 22.8 16.1 8.0 10.5 6.7
63 18.8 23.3 16.2 5.3 0.4 7.1
68 19.3 24.4 15.1 3.9 0 9.3
45 16.7 19.9 14.5 3.5 4.5 5.4
51 15.7 22.3 12.3 2.3 2.0 10.0
69 15.2 22.1 8.4 0.0 0 13.7
69 16.4 21.8 12.5 8.1 3.0 9.3
53 16.8 20.2 14.6 8.4 6.5 5.6
40 14.4 18.3 11.5 1.6 0 6.8
43 12.5 16.8 8.4 0.3 0 8.4
67 13.9 19.5 8.1 0.0 0 11.4
76 15.3 21.2 9.6 2.4 0 11.6
81 16.8 22.2 11.8 4.3 0 10.4
96 17.8 22.7 13.1 5.5 0 9.6
101 18.4 24.0 14.4 3.6 10.5 9.6
95 16.0 21.5 10.8 2.8 0 10.7
43 14.7 18.1 12.4 4.3 3.5 5.7
61 14.7 20.3 9.9 1.3 0 10.4
97 17.5 24.9 11.7 0.0 0 13.2
126 17.7 21.0 14.3 8.4 0 6.7
19 15.9 19.8 13.6 8.5 0.0 6.2
12 13.6 15.5 11.9 10.0 0.5 3.6
30 10.7 14.7 5.1 5.4 0.5 9.6
32 5.0 9.0 2.2 3.6 0 6.8
49 6.5 12.3 2.2 3.4 0 10.1
56 9.8 16.6 5.7 4.4 3.5 10.9
56 9.1 13.0 6.5 6.4 3.0 6.5
26 6.7 10.5 4.3 4.6 7.5 6.2
26 3.9 7.8 1.7 0.9 0 6.1
27 3.3 8.1 -0.3 0.8 0 8.4
43 5.1 10.2 0.3 0.0 0 9.9
75 7.1 12.3 1.0 3.3 0 11.3
74 11.0 16.5 6.7 4.1 0 9.8
32 4.5 9.0 1.2 0.6 0 7.8
40 4.5 8.5 -0.2 2.4 0 8.7
35 3.4 6.8 1.1 3.0 0 5.7
28 1.3 4.7 -0.8 0.4 0 5.5
48 4.1 8.9 -1.6 3.0 0 10.5
78 10.4 15.7 5.0 4.1 0 10.7
91 11.4 16.7 6.3 6.1 1.0 10.4
50 2.5 6.3 0.0 4.9 0.0 6.3
34 2.2 6.3 -2.4 2.1 0 8.7
43 8.8 12.8 3.5 9.0 0 9.3
200 13.0 16.3 7.0 7.6 0 9.3
103 5.2 8.4 3.0 2.3 0.0 5.4
33 1.9 4.7 0.0 2.1 0.0 4.7
46 3.1 9.6 -1.3 2.5 0.0 10.9
48 0.6 3.4 -2.5 3.0 0 5.9
61 2.4 7.6 -2.6 1.1 0 10.2
40 2.3 4.4 0.2 7.1 7.0 4.2
48 -1.1 1.3 -3.6 2.0 0 4.9
68 1.3 5.8 -4.8 4.5 0 10.6
81 4.0 5.7 2.9 9.4 4.0 2.8
69 1.7 4.6 -0.1 3.6 0 4.7
101 4.3 10.9 -1.6 0.0 0 12.5
116 6.9 13.6 1.2 2.0 0 12.4
110 5.7 8.8 1.7 6.1 0 7.1
61 2.7 6.5 -0.3 0.0 0 6.8
70 0.5 2.7 -2.1 5.5 0.0 4.8
37 -0.5 3.3 -4.1 0.0 0 7.4
75 2.8 6.1 -1.9 6.0 0 8.0
97 7.1 10.1 5.1 8.6 0.5 5.0
91 3.9 9.0 0.8 1.4 0 8.2
89 4.8 9.9 -0.7 2.9 0 10.6
121 6.9 12.1 3.3 2.0 0 8.8
109 7.7 11.0 2.8 7.1 0 8.2
100 11.3 15.9 8.0 4.9 0 7.9
126 7.3 10.5 4.2 8.1 0 6.3
73 6.7 10.0 3.9 9.3 0 6.1
43 5.2 8.2 3.3 9.0 0.0 4.9
16 1.1 4.3 -2.8 10.0 5.0 7.1
31 -5.4 -2.7 -7.5 0.0 0 4.8
33 -6.4 -4.0 -9.1 1.9 0 5.1
32 -5.5 -2.9 -8.1 2.5 0 5.2
49 -3.8 -1.3 -5.8 1.5 0 4.5
93 -3.0 1.3 -7.2 0.3 0 8.5
118 0.0 4.2 -5.4 5.1 0 9.6
69 4.9 8.3 2.1 9.0 0.0 6.2
82 4.8 8.7 1.6 10.0 0.5 7.1
91 2.6 6.0 1.1 7.3 0 4.9
111 4.0 7.1 1.1 7.5 0 6.0
72 3.1 7.7 -0.4 1.3 0 8.1
71 4.6 10.5 -1.2 2.9 0 11.7
72 6.5 11.7 2.8 3.1 0 8.9
19 6.4 9.6 3.4 5.4 0 6.2
30 5.8 7.1 4.7 9.8 7.0 2.4
36 2.3 5.1 1.1 10.0 1.0 4.0
46 -2.6 1.2 -5.8 8.3 0.7 7.0
31 -6.3 -2.7 -8.8 0.0 0 6.1
51 -4.5 -0.1 -8.0 0.0 0 7.9
92 -0.9 3.2 -5.5 6.5 0.0 8.7
74 -2.4 1.7 -5.8 0.3 0 7.5
85 -2.0 1.6 -6.3 5.3 0.7 7.9
76 -1.4 1.9 -3.7 2.9 0.1 5.6
60 -4.7 -1.0 -7.1 0.0 0 6.1
72 -4.3 0.0 -9.2 5.3 0 9.2
74 -3.6 -0.3 -6.8 6.8 1.3 6.5
65 -10.2 -6.8 -13.4 6.0 0.2 6.6
30 -12.8 -9.1 -15.5 0.5 0 6.4
49 -9.2 -4.3 -14.3 0.0 0 10.0
95 -5.6 -0.5 -10.5 0.6 0 10.0
109 -3.3 1.2 -8.6 1.0 0 9.8
124 0.5 4.3 -2.4 5.9 0 6.7
181 0.7 4.4 -1.7 3.6 0 6.1
154 0.6 4.9 -3.3 1.4 0 8.2
98 3.9 8.0 0.0 2.8 0 8.0
179 5.5 8.7 2.7 8.1 0 6.0
75 -2.2 2.7 -5.9 1.3 0 8.6
61 -3.9 0.6 -7.7 0.8 0 8.3
63 -0.1 3.2 -4.8 7.5 0 8.0
66 2.8 4.2 1.9 10.0 4.5 2.3
96 1.9 3.8 0.7 8.6 0 3.1
83 0.9 2.6 -0.8 3.8 0 3.4
77 -0.7 3.0 -3.2 2.4 0 6.2
69 -2.1 1.8 -5.6 0.1 0 7.4
69 -2.1 -0.8 -2.9 7.5 1.0 2.1
67 -1.3 3.1 -4.3 1.0 0 7.4
70 -1.6 2.5 -4.7 0.0 0 7.2
93 0.3 4.7 -5.0 3.4 0 9.7
51 2.7 4.2 1.8 9.6 1.5 2.4
47 -1.7 2.8 -6.1 9.8 5.6 8.9
40 -8.1 -4.1 -11.9 3.1 0.0 7.8
64 -11.7 -8.5 -13.9 0.5 0 5.4
42 -7.2 -1.9 -13.2 1.3 0 11.3
50 -2.5 0.8 -5.1 5.9 0.0 5.9
64 -1.3 4.5 -6.7 2.0 0 11.2
69 -0.6 4.1 -4.6 0.3 0 8.7
59 -0.6 4.2 -4.4 2.5 0 8.6
52 0.6 3.9 -1.2 3.0 0 5.1
60 -0.3 3.9 -2.8 1.8 0 6.7
54 0.5 4.9 -4.5 2.6 0 9.4
52 4.3 6.7 1.6 9.4 0 5.1
49 4.5 6.0 3.1 6.3 3.0 2.9
86 4.6 8.8 0.5 4.6 0 8.3
95 5.5 10.3 2.1 7.0 0.5 8.2
63 -0.6 4.1 -6.0 4.4 1.5 10.1
40 -4.1 -0.4 -8.3 1.9 0.1 7.9
90 1.5 5.6 -2.4 5.3 0.0 8.0
149 2.7 7.5 -1.0 0.9 0 8.5
95 4.0 9.7 -0.2 5.4 0 9.9
93 4.3 9.5 0.3 0.3 0 9.2
139 4.1 9.6 -0.4 2.5 0 10.0
136 4.1 7.1 1.5 8.5 0.0 5.6
148 2.2 4.0 0.8 7.6 0 3.2
51 3.3 8.5 -0.7 1.0 0 9.2
76 3.5 6.4 1.5 8.9 13.5 4.9
16 3.8 4.9 1.3 10.0 19.0 3.6
29 2.8 3.7 1.9 10.0 1.0 1.8
82 3.7 7.6 1.6 4.6 0.5 6.0
178 4.3 9.1 1.5 6.4 0 7.6
178 4.9 8.5 3.5 6.0 0.5 5.0
80 6.1 11.4 1.2 0.5 0 10.2
69 6.6 11.9 1.6 6.3 0 10.3
81 6.5 10.2 4.0 6.1 0.5 6.2
146 4.3 7.2 1.4 7.4 5.0 5.8
63 0.4 4.4 -2.7 2.6 2.5 7.1
44 -1.0 2.9 -5.0 3.9 0 7.9
72 2.5 6.9 -1.3 9.0 0 8.2
39 3.4 4.1 1.7 10.0 3.5 2.4
23 2.8 3.8 1.1 10.0 5.2 2.7
43 2.6 4.8 0.8 8.5 0.5 4.0
66 3.4 7.0 0.0 3.3 0.0 7.0
57 4.6 9.0 0.3 2.1 0 8.7
49 5.6 11.0 0.5 4.4 0 10.5
76 6.6 11.7 3.5 2.8 0 8.2
86 5.8 10.7 1.7 2.4 0 9.0
114 5.8 10.1 1.2 7.3 0 8.9
126 8.3 13.4 4.3 5.5 0 9.1
66 6.8 8.5 4.6 9.9 6.5 3.9
33 6.2 10.1 3.1 7.1 1.5 7.0
64 6.7 11.9 2.1 0.3 0 9.8
65 7.1 12.4 2.0 0.4 0 10.4
100 7.9 14.2 1.4 0.0 0 12.8
82 9.8 14.0 6.3 8.6 0.1 7.7
72 9.8 14.9 5.4 0.3 0 9.5
124 9.0 12.4 5.9 5.1 0 6.5
99 8.6 11.6 5.6 7.0 0.0 6.0
126 6.9 10.6 5.4 8.9 0 5.2
173 9.9 16.3 4.9 10.0 0 11.4
123 8.1 11.2 5.6 5.5 1.5 5.6
96 6.6 11.3 3.2 3.1 0 8.1
95 8.0 13.0 2.0 3.9 0 11.0
74 12.3 17.1 8.4 6.4 0 8.7
105 16.0 20.9 11.4 6.8 0 9.5
55 16.4 22.4 11.3 1.5 0 11.1
44 14.9 21.0 10.2 4.1 0 10.8
52 13.9 19.8 8.6 6.1 0 11.2
81 14.2 19.3 10.3 5.3 0 9.0
68 12.0 17.7 7.6 0.3 0 10.1
96 12.0 18.3 7.0 1.5 0 11.3
74 11.0 17.1 7.4 8.1 6.0 9.7
80 10.1 14.4 7.6 7.8 1.5 6.8
57 8.2 11.6 5.8 6.9 0.1 5.8
57 11.3 18.1 4.8 3.9 0 13.3
39 9.7 12.7 8.2 10.0 12.0 4.5
75 10.2 13.4 8.3 8.9 0.0 5.1
137 11.7 17.8 6.8 4.0 0 11.0
88 13.7 19.3 8.6 2.3 0 10.7
96 14.4 19.9 7.9 0.8 0 12.0
108 16.6 23.5 10.6 1.5 0 12.9
75 19.1 23.4 12.9 6.6 0 10.5
48 16.9 21.4 10.1 9.3 32.0 11.3
31 10.3 12.1 8.3 10.0 7.5 3.8
18 9.5 10.6 8.8 9.1 7.0 1.8
36 13.2 19.5 6.6 2.1 0 12.9
46 12.2 15.3 10.7 8.8 2.5 4.6
50 11.6 14.8 9.0 9.1 13.0 5.8
89 14.8 19.6 9.1 7.8 0 10.5
53 12.3 14.8 10.2 7.8 19.0 4.6
63 14.4 19.8 8.6 1.5 0 11.2
85 15.4 19.6 11.7 5.9 0 7.9
78 17.7 24.6 11.1 2.3 0 13.5
54 13.2 15.6 11.4 8.8 39.0 4.2
100 13.9 18.8 9.8 0.0 0 9.0
98 15.9 21.9 8.5 0.0 0 13.4
108 17.6 23.0 12.0 0.0 0 11.0
94 18.1 24.3 11.0 4.4 0 13.3
80 20.9 27.7 14.3 4.4 0 13.4
89 22.4 28.9 15.3 0.0 0 13.6
76 18.4 22.3 16.2 8.9 7.0 6.1
24 14.7 18.4 9.3 10.0 89.5 9.1
37 14.3 19.4 9.4 2.4 0 10.0
61 14.7 19.5 9.3 0.3 0 10.2
80 15.9 22.5 10.5 3.5 0 12.0
97 17.2 23.2 11.5 0.0 0 11.7
96 18.6 24.4 12.4 0.6 0 12.0
121 21.2 28.1 14.1 1.5 0 14.0
87 22.3 29.1 15.8 4.3 0 13.3
49 21.1 26.6 15.9 2.0 0 10.7
82 20.3 26.2 15.4 5.1 0 10.8
