PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range
13 19.7 26.5 12.3 1.6 0 14.2
22 21.0 26.7 15.6 1.9 0 11.1
33 21.3 27.6 15.8 4.3 0 11.8
54 18.2 20.2 16.0 8.8 0.3 4.2
37 18.9 24.2 13.5 5.4 0 10.7
41 16.8 18.8 15.1 9.6 0.0 3.7
61 15.2 19.0 12.3 6.1 0 6.7
91 16.0 21.5 10.8 1.3 0 10.7
83 18.6 25.0 11.3 1.1 0 13.7
85 18.8 24.7 13.8 2.1 0 10.9
59 18.8 24.6 13.1 5.3 0 11.5
69 20.2 24.8 15.3 8.8 0 9.5
93 17.9 20.2 16.0 8.8 0 4.2
81 18.2 24.7 13.0 3.4 0 11.7
87 22.5 28.3 15.3 5.4 0 13.0
42 17.5 22.5 14.6 9.8 30.5 7.9
75 15.0 20.1 12.0 8.9 0 8.1
109 18.5 23.8 13.8 5.4 0 10.0
32 18.8 21.3 16.1 9.4 0 5.2
41 21.6 27.0 16.7 3.5 0 10.3
20 16.3 21.2 13.8 8.9 27.5 7.4
14 17.3 22.2 13.5 6.5 1.0 8.7
67 18.4 22.7 14.6 6.4 0.2 8.1
109 20.5 25.5 15.0 0.0 0 10.5
99 21.3 26.7 15.6 4.0 0 11.1
81 22.7 28.1 16.7 4.1 0 11.4
85 25.9 32.4 18.6 3.6 0 13.8
50 23.4 29.8 19.5 3.9 0 10.3
76 20.8 26.2 17.3 4.3 0 8.9
74 21.3 26.1 17.1 1.5 0 9.0
90 21.9 27.3 17.7 4.5 0 9.6
94 21.9 26.5 17.8 9.6 0 8.7
83 20.1 24.0 18.3 9.1 6.5 5.7
66 21.0 26.2 17.2 4.8 0.5 9.0
57 17.3 20.6 15.1 9.5 39.5 5.5
63 16.9 17.8 15.6 8.8 2.5 2.2
81 21.3 28.3 14.1 0.9 0 14.2
88 23.5 28.8 18.7 3.9 0 10.1
53 19.0 22.1 16.5 9.5 63.0 5.6
25 18.5 22.7 15.8 6.5 2.0 6.9
53 21.4 27.3 15.6 4.9 0 11.7
48 22.2 26.3 18.0 2.8 0.0 8.3
61 21.5 27.2 17.6 1.9 0 9.6
92 22.9 28.7 17.2 2.6 0 11.5
71 22.5 26.2 19.8 8.1 0 6.4
42 19.2 20.1 18.7 9.1 14.0 1.4
56 22.6 28.8 17.7 6.9 0 11.1
78 23.9 29.3 19.7 5.9 0 9.6
58 24.4 28.5 19.2 2.3 0 9.3
36 24.4 29.2 20.3 6.3 8.0 8.9
27 20.4 22.8 19.6 10.0 11.5 3.2
73 21.1 24.2 19.1 9.5 1.0 5.1
97 23.7 27.7 20.5 7.1 0 7.2
131 25.0 29.3 21.7 9.6 13.5 7.6
71 23.2 26.8 20.8 10.0 6.5 6.0
32 22.6 24.7 21.1 10.0 4.5 3.6
36 23.0 26.7 20.6 5.3 0.0 6.1
68 24.1 28.6 19.6 6.6 0 9.0
54 22.4 24.0 21.5 9.9 4.0 2.5
11 21.5 24.7 18.7 8.8 2.5 6.0
21 21.1 23.5 19.2 9.3 13.0 4.3
38 23.0 26.8 20.0 7.5 10.0 6.8
57 25.5 29.0 21.3 6.1 0 7.7
25 25.7 28.8 23.5 7.5 3.5 5.3
15 23.8 26.1 21.2 9.3 19.0 4.9
23 24.7 28.7 21.2 7.9 0.5 7.5
17 23.8 25.1 22.6 10.0 226.5 2.5
27 25.2 27.2 23.7 8.9 18.5 3.5
39 27.2 29.2 25.2 8.5 0.1 4.0
34 24.1 27.2 21.1 10.0 69.0 6.1
12 18.7 21.2 17.7 10.0 241.0 3.5
16 19.2 20.3 18.7 10.0 42.5 1.6
13 19.1 20.7 17.5 10.0 31.0 3.2
13 21.8 24.2 18.5 9.4 0.5 5.7
18 21.7 24.7 19.1 9.3 4.5 5.6
20 22.1 26.7 18.8 8.9 3.5 7.9
72 23.4 27.5 21.2 6.8 9.5 6.3
50 23.4 28.1 20.1 7.4 0 8.0
63 23.4 26.6 21.6 9.1 0 5.0
67 24.7 28.3 20.7 8.6 0.3 7.6
36 22.2 24.6 20.7 10.0 5.0 3.9
16 20.9 22.0 20.1 10.0 195.0 1.9
16 21.8 23.2 20.6 10.0 88.0 2.6
33 24.6 27.2 22.1 7.9 22.0 5.1
49 26.1 29.7 24.3 8.8 0.1 5.4
26 26.5 30.1 24.6 6.6 0 5.5
20 27.7 32.0 24.7 4.5 0 7.3
23 28.0 32.0 24.2 3.0 0 7.8
32 28.6 33.2 24.0 1.9 0 9.2
30 29.5 34.7 24.8 0.4 0 9.9
41 29.0 32.9 25.6 2.1 0.1 7.3
44 28.3 32.4 25.5 3.5 0 6.9
44 27.2 31.7 23.7 4.9 22.0 8.0
31 29.0 34.2 24.0 2.3 0 10.2
43 29.2 34.2 25.6 3.3 0 8.6
46 28.6 33.2 24.8 2.8 0 8.4
37 26.6 30.1 24.5 5.8 0.0 5.6
46 27.5 32.7 22.7 3.6 0 10.0
39 28.8 33.2 25.1 4.5 0 8.1
33 29.3 33.5 26.5 3.8 0 7.0
47 28.2 32.4 26.2 6.4 20.5 6.2
54 28.3 31.7 26.0 8.6 0.5 5.7
17 26.6 30.8 24.2 6.9 10.5 6.6
16 26.5 30.7 23.3 2.9 0 7.4
17 24.8 29.7 20.8 6.9 0.1 8.9
12 23.6 26.5 21.0 9.0 0.0 5.5
27 27.2 30.5 23.0 6.8 0 7.5
47 27.6 31.6 24.3 6.6 0.0 7.3
49 27.1 30.6 25.2 7.4 0.0 5.4
73 27.0 30.7 23.7 7.3 0.0 7.0
63 25.1 29.0 23.3 9.0 14.5 5.7
23 25.2 31.3 22.8 8.3 32.0 8.5
28 24.2 25.7 23.0 9.4 18.5 2.7
68 25.4 29.6 22.8 5.4 0 6.8
70 23.7 25.8 22.2 7.5 2.5 3.6
30 25.2 29.5 21.6 7.3 0 7.9
27 25.2 29.5 22.7 5.8 0 6.8
20 24.2 28.8 19.5 3.3 0 9.3
27 25.6 30.3 21.0 2.3 0 9.3
36 25.5 30.2 21.5 3.8 0 8.7
39 21.4 25.1 17.7 7.4 0 7.4
23 21.1 26.3 16.2 5.9 0.1 10.1
19 19.8 25.2 15.8 4.6 3.5 9.4
29 22.0 28.1 15.8 0.1 0 12.3
22 22.0 25.7 18.7 7.9 0.0 7.0
20 17.2 22.1 13.6 7.0 4.5 8.5
18 15.8 20.1 12.6 1.4 0 7.5
31 16.5 21.3 11.3 6.3 0 10.0
26 19.9 25.2 13.6 4.1 0 11.6
20 21.8 27.2 17.0 2.3 0 10.2
22 21.5 27.0 16.2 4.8 0 10.8
22 20.8 24.5 17.7 9.5 0 6.8
21 21.6 24.7 19.2 8.4 0 5.5
27 20.2 22.8 16.8 9.9 2.0 6.0
26 18.2 20.0 16.3 9.0 0.5 3.7
54 20.2 26.1 14.1 2.0 0 12.0
61 22.1 26.7 17.8 7.8 0 8.9
45 23.5 28.6 19.1 2.6 0 9.5
45 22.9 27.7 18.6 1.0 0 9.1
26 21.5 26.6 17.1 0.0 0 9.5
30 21.2 26.8 15.3 0.0 0 11.5
39 20.9 26.7 16.0 4.6 0 10.7
44 21.6 27.1 17.8 5.6 0 9.3
51 22.0 27.2 18.7 3.0 0.0 8.5
60 20.5 23.1 18.1 8.5 0.5 5.0
57 20.7 25.6 17.3 2.9 0.0 8.3
55 20.7 25.5 16.2 4.0 0 9.3
37 20.7 25.3 17.7 6.1 0 7.6
41 20.7 26.3 15.3 0.4 0 11.0
57 20.6 26.3 15.1 1.0 0 11.2
71 21.6 27.5 15.6 1.0 0 11.9
57 21.4 27.2 16.3 0.1 0 10.9
29 21.1 26.7 16.2 0.0 0 10.5
44 20.3 25.7 14.5 0.0 0 11.2
98 19.7 23.7 15.8 4.1 0 7.9
103 20.1 23.6 17.0 7.4 0 6.6
63 20.9 25.7 18.7 4.4 0 7.0
70 19.3 23.6 15.0 5.0 0.0 8.6
37 16.4 22.5 10.6 0.1 0 11.9
41 17.9 24.2 12.0 2.6 0 12.2
43 18.5 24.2 14.0 0.0 0 10.2
72 18.9 24.1 14.3 0.4 0 9.8
127 19.7 25.6 15.6 0.8 0 10.0
123 18.9 21.7 16.0 7.4 0 5.7
88 19.4 23.2 16.7 5.0 0.2 6.5
68 19.5 21.8 17.7 7.0 0 4.1
74 19.1 23.5 16.0 4.0 0.5 7.5
47 18.7 24.0 14.8 1.0 0 9.2
50 16.5 18.7 15.1 8.0 21.5 3.6
11 12.0 15.6 10.5 6.3 8.0 5.1
21 13.2 18.3 9.5 1.8 0 8.8
29 13.5 17.2 9.3 6.9 0 7.9
41 15.0 18.8 12.1 6.4 0 6.7
43 13.6 17.8 10.3 0.9 0 7.5
59 14.7 19.5 9.5 2.5 0 10.0
73 15.3 19.5 11.8 2.1 0 7.7
44 13.9 19.8 7.9 2.4 0 11.9
50 14.8 19.7 10.1 3.1 0 9.6
79 15.6 19.8 12.6 4.4 0 7.2
54 14.5 18.3 11.8 2.3 0 6.5
74 14.8 20.2 9.6 3.9 1.5 10.6
77 16.0 19.3 12.1 5.1 0 7.2
71 13.3 17.7 8.3 3.4 7.0 9.4
24 4.6 8.8 -0.1 8.6 17.0 8.9
39 3.5 8.1 -1.3 1.9 0 9.4
33 13.0 17.1 5.5 7.9 0.0 11.6
64 13.8 17.2 8.6 3.3 2.5 8.6
34 8.4 12.6 5.1 5.1 0 7.5
31 5.3 9.3 2.0 1.1 0 7.3
31 5.8 11.3 0.6 0.0 0 10.7
52 9.1 13.6 4.5 7.9 3.0 9.1
34 5.6 8.6 2.5 3.3 0.0 6.1
22 5.6 10.5 1.8 4.3 3.5 8.7
30 3.4 7.0 -0.4 3.6 0 7.4
51 5.5 10.1 0.5 0.8 0 9.6
72 7.2 13.1 2.5 0.9 0 10.6
83 8.8 13.6 3.5 5.1 0 10.1
83 8.6 13.1 4.6 0.3 0 8.5
94 8.4 11.1 5.4 6.5 0.1 5.7
77 7.1 10.1 5.0 4.4 0 5.1
15 7.9 11.3 6.0 3.1 0 5.3
16 7.3 12.6 4.8 4.4 0 7.8
28 9.1 16.2 4.0 3.3 0 12.2
32 11.3 13.8 8.3 8.0 0 5.5
12 8.1 12.0 5.8 9.9 12.0 6.2
29 5.1 7.0 2.5 7.0 0.5 4.5
39 2.0 5.0 0.0 2.3 0 5.0
52 1.8 3.5 -0.6 7.5 0.5 4.1
55 3.1 5.9 0.8 6.3 0.3 5.1
26 -2.8 3.0 -6.1 1.0 0 9.1
27 -4.5 -0.8 -8.5 0.1 0 7.7
37 -1.4 2.5 -5.4 0.9 0 7.9
70 2.4 6.6 -0.4 3.1 0 7.0
91 3.2 6.9 -0.6 4.5 0 7.5
94 5.0 7.4 3.5 8.9 1.0 3.9
32 6.6 9.1 4.0 8.9 2.5 5.1
26 2.5 5.9 -1.2 5.5 2.5 7.1
27 -0.4 3.7 -3.5 2.5 0 7.2
46 1.8 6.0 -2.0 4.9 0 8.0
77 5.2 9.5 1.2 6.1 0 8.3
107 5.7 9.8 3.5 5.5 0 6.3
69 3.3 6.1 1.1 4.1 0 5.0
89 3.2 6.4 0.6 6.6 2.5 5.8
78 2.4 4.8 -0.2 5.6 3.0 5.0
31 -1.0 1.6 -3.9 6.5 5.5 5.5
41 -2.4 1.1 -5.4 1.0 0 6.5
51 0.8 5.0 -4.1 3.8 0 9.1
60 4.1 8.1 1.7 4.5 0 6.4
88 3.6 8.1 0.1 2.4 0 8.0
124 4.1 7.3 2.0 3.5 0.0 5.3
87 2.5 7.0 -0.8 0.8 0 7.8
73 2.4 7.3 -1.7 4.8 0 9.0
70 5.8 12.6 0.4 1.0 0 12.2
60 7.1 12.6 2.5 0.9 0 10.1
70 0.9 5.6 -4.3 3.5 0 9.9
35 -8.4 -4.3 -11.3 1.0 0 7.0
33 -8.1 -3.7 -12.3 0.0 0 8.6
55 -3.6 -0.1 -8.8 4.8 0 8.7
55 0.7 6.1 -4.4 1.9 0 10.5
52 3.3 6.0 0.0 8.6 0.2 6.0
62 3.1 4.5 1.5 7.0 0.5 3.0
56 5.3 9.3 1.6 4.8 0 7.7
55 4.8 11.8 0.8 0.4 0 11.0
57 4.5 9.0 1.0 6.6 0 8.0
57 -1.2 4.6 -4.8 6.6 9.0 9.4
69 -3.9 -0.8 -6.5 1.4 0 5.7
34 -3.0 0.2 -4.6 0.9 0 4.8
53 -1.7 2.5 -6.0 4.6 0 8.5
68 -0.4 2.9 -3.0 0.5 0 5.9
62 -1.6 1.5 -4.5 2.3 0 6.0
46 -3.0 -0.8 -5.8 1.5 0 5.0
33 -5.2 -2.2 -7.6 0.0 0 5.4
39 -2.7 2.5 -7.6 0.9 0 10.1
71 -0.2 4.0 -4.5 5.4 0 8.5
122 2.2 5.3 -0.6 6.6 0 5.9
124 2.3 4.5 -0.8 5.4 0 5.3
79 1.0 4.3 -1.1 0.4 0.0 5.4
63 0.2 4.4 -3.4 1.9 0 7.8
64 1.0 6.1 -2.7 2.8 0 8.8
68 1.8 7.1 -2.5 3.6 0 9.6
97 2.0 5.5 -1.1 3.6 0 6.6
128 1.9 6.0 -1.6 4.8 0 7.6
107 1.5 5.5 -1.8 0.9 0 7.3
87 1.0 4.6 -2.0 2.8 0 6.6
90 1.4 4.3 -0.2 9.1 0.1 4.5
92 0.7 3.5 -1.5 4.5 0 5.0
80 0.2 4.4 -3.0 0.8 0 7.4
85 1.0 4.9 -2.7 2.4 0 7.6
52 -0.4 2.7 -5.0 4.3 1.0 7.7
54 -3.7 -0.3 -6.5 1.6 0 6.2
67 -5.4 -1.5 -8.3 0.0 0 6.8
51 -5.0 -0.5 -8.6 0.1 0 8.1
72 0.3 6.4 -5.6 3.0 0 12.0
121 3.0 9.3 -2.2 0.3 0 11.5
133 4.5 8.1 0.3 7.1 0 7.8
141 8.0 13.3 5.5 3.9 0 7.8
146 7.1 13.8 1.2 0.5 0 12.6
110 5.6 6.5 4.5 9.4 1.0 2.0
120 4.6 6.1 3.9 8.4 0.0 2.2
110 3.5 6.0 0.4 4.4 0.0 5.6
57 1.3 5.8 -2.5 0.0 0 8.3
56 3.4 8.3 -0.8 1.5 0 9.1
65 3.7 7.4 1.2 9.3 11.5 6.2
84 -0.1 4.0 -3.2 5.8 0.1 7.2
65 0.0 4.4 -3.5 0.1 0 7.9
48 3.1 9.5 -3.2 2.5 0 12.7
43 6.2 10.1 3.5 6.9 0 6.6
52 5.6 12.1 0.6 2.6 0 11.5
82 4.4 10.3 1.7 1.0 0 8.6
77 5.6 12.0 0.4 0.3 0 11.6
141 5.2 8.5 2.2 4.8 0 6.3
132 7.6 13.1 2.5 6.8 0.0 10.6
56 2.9 7.4 -0.6 0.0 0.0 8.0
47 4.3 9.3 -1.7 4.5 0 11.0
34 7.3 11.5 4.5 6.4 0 7.0
39 8.3 14.0 3.7 0.0 0 10.3
76 7.7 12.5 3.9 1.0 0 8.6
38 8.1 14.8 2.7 0.9 0 12.1
61 10.2 15.3 3.9 7.0 0 11.4
33 8.3 12.0 6.5 10.0 22.0 5.5
65 10.4 12.0 8.6 7.9 0.2 3.4
24 10.9 14.1 5.5 9.0 34.0 8.6
69 -2.1 5.5 -5.3 8.6 2.0 10.8
127 -5.0 -1.6 -7.6 0.6 0.0 6.0
29 -2.8 1.2 -6.9 3.6 0.9 8.1
40 0.7 3.9 -3.5 3.6 1.0 7.4
86 4.9 9.3 0.6 4.3 0 8.7
44 2.3 6.5 -3.5 6.6 1.0 10.0
28 0.1 3.5 -3.7 2.0 0 7.2
38 3.1 7.5 -1.8 2.4 0 9.3
73 5.1 10.1 0.6 0.6 0 9.5
126 6.6 11.6 1.3 3.3 0 10.3
126 9.1 14.5 5.0 3.9 0 9.5
56 7.9 12.8 5.0 4.5 0 7.8
33 6.9 11.6 3.2 2.6 0 8.4
51 6.3 11.6 1.7 0.4 0 9.9
43 6.8 12.3 1.8 1.5 0 10.5
41 5.4 10.1 1.7 6.1 0 8.4
72 6.7 8.3 5.4 9.6 1.0 2.9
75 7.9 12.6 6.0 6.6 0 6.6
96 10.8 16.2 6.0 8.8 0.4 10.2
49 9.5 13.0 7.8 8.1 10.5 5.2
88 8.0 12.3 4.4 3.1 0 7.9
84 9.6 13.5 3.0 4.9 0.0 10.5
135 10.5 13.8 8.3 5.8 0.5 5.5
176 5.5 9.5 3.0 5.3 10.5 6.5
27 5.6 10.6 1.8 7.0 18.0 8.8
40 9.6 15.6 3.4 5.4 0.0 12.2
116 8.9 11.1 7.9 8.5 21.5 3.2
438 9.1 13.3 6.5 4.9 0 6.8
52 5.6 8.8 3.2 1.1 0 5.6
43 5.5 9.1 1.6 3.5 0.0 7.5
58 6.3 11.1 2.0 0.9 0 9.1
55 8.3 13.6 2.5 4.9 0 11.1
48 9.5 14.6 6.5 4.9 0 8.1
71 9.3 13.8 6.3 8.0 0.0 7.5
90 9.5 14.6 6.0 4.3 0 8.6
87 10.8 16.0 5.6 0.5 0 10.4
74 10.4 14.3 9.0 8.8 0.1 5.3
75 11.1 17.0 6.8 5.3 2.5 10.2
58 11.8 15.6 8.3 10.0 3.5 7.3
62 9.6 14.3 7.5 8.3 5.0 6.8
78 10.5 15.8 5.5 5.3 1.5 10.3
70 12.2 17.6 8.0 6.9 1.0 9.6
22 9.5 13.6 7.5 7.4 0.0 6.1
48 10.4 15.6 5.6 4.4 0 10.0
58 11.1 16.6 6.3 0.5 0 10.3
55 12.7 17.5 8.5 3.4 0 9.0
39 12.5 14.5 10.1 8.9 26.0 4.4
83 15.2 20.0 11.8 9.5 1.0 8.2
43 13.1 16.2 11.1 8.3 0.5 5.1
50 14.3 19.6 9.3 4.0 0 10.3
70 12.9 16.7 10.8 6.5 0 5.9
99 12.9 17.7 9.3 0.9 0 8.4
94 14.7 21.1 8.1 1.0 0 13.0
59 15.2 21.0 10.3 1.1 0 10.7
71 14.8 20.7 10.0 0.0 0 10.7
77 16.3 22.5 10.8 0.6 0 11.7
82 15.7 18.7 11.3 9.1 0.0 7.4
49 14.0 16.8 11.6 9.5 2.5 5.2
101 15.6 21.2 11.1 3.8 0 10.1
105 15.3 19.5 13.0 9.1 0.0 6.5
100 16.3 21.7 13.8 6.3 0 7.9
102 19.2 26.1 13.8 6.6 0 12.3
76 20.0 25.2 15.5 5.9 0 9.7
103 19.5 26.1 13.8 0.4 0 12.3
158 19.4 25.6 15.3 4.5 0 10.3
65 15.9 22.2 10.8 8.4 5.5 11.4
49 15.7 22.8 9.0 1.6 0 13.8
92 18.7 24.7 12.5 6.4 0 12.2
53 13.0 18.6 11.1 8.3 20.0 7.5
70 16.6 22.8 10.0 1.0 0 12.8
141 16.5 20.7 14.1 5.6 0.1 6.6
113 19.6 25.2 12.6 5.5 0 12.6
73 17.3 22.0 13.6 9.3 42.0 8.4
50 18.3 24.0 13.3 6.0 4.5 10.7
64 14.3 18.8 12.5 7.9 13.0 6.3
40 16.0 20.0 12.5 5.8 0.0 7.5
56 17.4 23.1 12.0 2.3 0 11.1
48 18.4 24.1 12.8 2.8 0 11.3
48 19.7 26.0 12.6 4.0 0 13.4
52 20.7 25.6 15.5 7.6 0.0 10.1
44 19.8 22.2 18.3 9.9 49.0 3.9
136 19.7 23.1 16.8 4.9 1.0 6.3
233 20.3 25.7 14.6 2.4 0 11.1
178 22.5 30.1 16.0 2.1 0 14.1
61 21.3 27.5 16.2 5.1 0 11.3
83 18.1 20.8 15.8 9.0 0.0 5.0
51 19.7 24.7 15.3 4.4 0 9.4
50 22.2 27.2 16.5 3.1 0 10.7
51 20.4 22.2 16.7 9.8 0 5.5
56 23.2 28.6 17.2 2.9 0 11.4
39 23.8 29.6 19.0 1.1 0 10.6
51 22.4 25.8 19.3 6.3 0 6.5
41 19.9 21.5 18.3 9.1 0 3.2
46 20.1 24.8 17.5 8.6 0.1 7.3
39 19.3 21.7 17.7 9.8 0.1 4.0
59 19.4 23.8 17.2 8.4 0.5 6.6
19 20.3 25.7 14.1 2.1 0 11.6
38 23.6 30.7 16.6 0.6 0 14.1
47 24.4 30.0 19.2 2.5 0 10.8
55 24.4 29.6 19.7 4.4 0 9.9
51 23.8 29.3 19.5 6.8 0.0 9.8
43 23.4 28.5 19.8 6.3 0.5 8.7
23 23.1 28.5 18.2 5.5 0 10.3
21 25.5 32.2 18.7 2.6 0 13.5
20 25.6 30.7 18.7 1.1 0 12.0
39 26.3 33.2 20.5 1.3 0 12.7
64 26.4 32.2 21.5 3.4 0 10.7
44 24.2 28.6 21.5 7.1 0.0 7.1
38 21.0 23.2 19.2 10.0 14.0 4.0
34 25.4 31.7 19.5 5.6 0.1 12.2
48 24.8 29.5 21.3 8.9 0.1 8.2
23 21.2 24.5 17.8 9.8 6.0 6.7
39 21.7 25.2 19.2 8.9 7.0 6.0
57 25.4 30.6 21.3 5.0 0 9.3
101 25.9 30.6 21.5 7.0 0.0 9.1
65 24.6 27.2 23.0 10.0 22.0 4.2
66 21.8 23.7 21.1 9.6 4.0 2.6
56 24.2 28.7 21.0 9.5 0.1 7.7
12 19.8 23.2 19.0 10.0 31.0 4.2
13 20.6 22.8 18.7 10.0 76.0 4.1
48 23.6 27.3 20.3 9.5 1.0 7.0
39 22.7 25.3 20.7 7.9 31.5 4.6
74 22.6 25.1 20.7 9.0 0.0 4.4
79 26.2 31.1 21.3 6.6 0 9.8
86 26.4 30.7 22.7 5.4 0.0 8.0
122 25.8 30.2 22.6 6.4 0 7.6
45 25.9 30.3 21.7 5.9 0.5 8.6
13 22.4 25.1 19.5 8.5 3.5 5.6
16 18.9 21.1 17.7 10.0 35.5 3.4
31 23.4 28.0 20.1 5.6 0.0 7.9
36 25.7 30.7 21.6 6.1 0 9.1
14 24.0 27.8 22.0 7.0 0.0 5.8
16 24.7 29.0 19.1 5.6 0.0 9.9
16 19.9 25.2 18.6 10.0 35.5 6.6
19 22.4 27.7 19.0 7.3 2.5 8.7
50 26.0 31.0 19.7 4.6 0 11.3
63 24.1 26.8 23.3 10.0 29.5 3.5
51 26.2 30.0 23.1 9.0 0.4 6.9
49 23.6 26.2 22.0 9.9 0.2 4.2
54 24.6 29.7 20.7 5.0 0 9.0
114 25.5 29.3 21.7 8.9 0 7.6
106 23.4 26.7 21.1 9.9 19.0 5.6
47 24.7 26.7 23.2 9.6 0.5 3.5
74 26.7 31.2 23.0 6.9 0 8.2
74 26.9 29.7 25.1 8.4 0 4.6
124 25.1 26.2 24.1 9.6 0 2.1
80 24.6 27.2 21.7 6.9 7.5 5.5
52 26.4 31.2 22.2 3.0 0 9.0
87 26.4 29.8 23.5 4.0 0 6.3
56 27.2 30.1 25.1 9.1 1.0 5.0
72 27.8 30.2 25.7 6.9 5.0 4.5
67 27.5 32.2 25.2 7.1 0.5 7.0
44 24.5 26.1 22.2 10.0 42.0 3.9
22 24.8 27.7 22.2 8.9 0.1 5.5
24 25.7 29.3 24.0 8.9 0.5 5.3
21 23.8 25.2 22.3 9.8 32.0 2.9
20 25.3 27.7 21.8 9.6 40.5 5.9
25 26.1 29.2 22.2 10.0 31.0 7.0
25 27.7 31.0 25.7 7.4 3.5 5.3
23 28.7 33.0 25.5 6.9 0.0 7.5
17 26.2 28.1 24.6 9.1 9.0 3.5
18 27.6 30.3 24.8 9.6 2.5 5.5
16 25.8 28.6 25.0 9.9 26.5 3.6
31 26.4 29.5 23.7 8.8 6.5 5.8
26 27.2 30.8 25.3 5.5 6.0 5.5
30 27.6 32.2 24.2 2.1 0 8.0
25 26.9 31.2 24.2 5.5 0 7.0
22 27.3 31.0 25.0 4.9 0 6.0
26 27.2 31.0 24.5 5.0 2.5 6.5
24 27.4 29.7 25.8 6.9 2.0 3.9
37 27.5 31.8 24.2 4.0 9.5 7.6
53 26.9 33.2 21.8 0.0 0 11.4
54 27.2 31.7 22.3 1.8 0 9.4
35 28.3 33.0 25.3 3.5 0 7.7
26 28.0 32.2 25.1 7.1 0 7.1
27 26.7 30.0 24.2 6.6 17.0 5.8
38 26.7 30.8 23.7 6.9 0 7.1
19 23.3 26.3 20.7 8.3 0.0 5.6
19 23.2 25.6 21.2 7.0 0 4.4
23 23.7 27.1 19.8 7.9 0 7.3
18 20.4 23.2 19.2 10.0 22.0 4.0
11 20.7 22.7 19.0 10.0 0.3 3.7
17 22.6 27.6 18.2 7.6 2.0 9.4
20 22.4 25.0 20.8 10.0 0.5 4.2
16 21.3 24.2 19.0 9.5 2.0 5.2
16 17.8 20.0 16.8 9.5 19.0 3.2
17 21.2 26.5 17.3 7.0 0 9.2
26 21.8 26.0 18.2 4.4 0 7.8
33 21.9 27.3 17.3 2.4 1.5 10.0
90 23.7 28.3 20.1 3.8 0 8.2
146 24.2 28.1 21.8 5.5 0 6.3
116 24.0 28.6 20.0 3.1 0 8.6
92 24.2 27.8 20.1 5.4 0 7.7
48 22.0 27.0 18.2 8.8 44.5 8.8
22 20.5 23.2 18.1 9.1 15.5 5.1
16 21.1 24.2 19.7 8.5 3.5 4.5
13 23.1 27.7 19.2 1.9 0 8.5
14 20.4 21.8 18.3 9.8 36.5 3.5
18 22.4 26.7 20.3 9.4 48.5 6.4
21 25.6 31.1 20.1 9.0 18.0 11.0
30 22.1 24.0 20.7 9.4 6.5 3.3
24 20.2 22.1 18.5 9.1 0.0 3.6
19 21.7 25.0 18.7 8.5 0.4 6.3
18 22.5 27.0 18.6 4.1 0.5 8.4
28 22.2 27.7 17.8 1.5 0 9.9
27 22.1 26.2 18.6 5.4 0 7.6
26 21.0 23.5 18.3 10.0 19.5 5.2
31 17.2 19.7 15.1 8.8 0.5 4.6
32 18.1 21.2 14.1 8.4 0.2 7.1
24 17.9 18.7 16.7 8.8 0.5 2.0
32 18.3 20.7 16.6 8.6 0.0 4.1
38 19.5 22.2 16.7 9.6 0 5.5
30 18.3 19.3 17.5 10.0 1.0 1.8
29 20.2 25.0 17.5 5.3 1.5 7.5
23 20.9 26.2 16.2 2.4 0 10.0
28 21.3 25.3 18.2 4.6 0 7.1
30 19.5 25.2 15.1 6.3 1.5 10.1
29 13.4 17.2 10.8 5.0 0 6.4
32 14.7 21.7 7.9 0.3 0 13.8
43 15.9 19.7 11.3 8.3 0.0 8.4
38 16.1 20.0 12.8 8.8 0.0 7.2
46 16.4 21.2 13.1 8.3 0 8.1
48 15.0 19.5 11.3 6.1 0 8.2
41 15.5 21.3 12.1 3.1 0 9.2
45 14.9 20.7 9.8 3.5 0 10.9
47 14.4 19.1 10.1 2.4 0 9.0
19 13.6 17.7 10.3 1.4 0 7.4
31 14.4 20.2 8.5 3.5 0 11.7
31 10.9 13.8 7.5 5.0 6.5 6.3
31 6.2 9.6 3.2 0.9 0 6.4
35 10.6 17.6 3.5 1.5 0 14.1
59 14.6 19.3 9.5 4.1 0 9.8
102 15.6 20.2 12.6 3.5 0 7.6
120 15.9 21.7 11.8 1.4 0 9.9
93 15.7 20.6 11.8 7.0 6.0 8.8
47 16.0 20.7 12.8 3.5 1.0 7.9
52 15.3 21.3 10.1 0.4 0 11.2
52 13.7 17.6 10.3 8.1 22.0 7.3
34 9.4 12.8 7.4 7.3 0 5.4
45 10.1 15.5 6.8 2.9 0 8.7
54 11.6 15.5 7.0 7.9 0.0 8.5
46 8.4 13.1 5.8 4.1 0 7.3
36 9.5 12.8 4.8 5.8 0 8.0
44 11.6 16.0 7.8 1.6 0 8.2
42 9.6 15.6 4.0 1.0 0 11.6
56 9.3 14.0 5.5 5.5 0 8.5
70 10.9 19.0 4.8 1.0 0 14.2
124 12.0 18.2 6.3 0.1 0 11.9
153 12.6 19.3 7.5 0.0 0 11.8
117 11.9 18.6 9.3 5.8 0.3 9.3
71 9.4 11.8 7.0 7.1 0 4.8
41 8.0 11.8 6.4 6.6 0 5.4
55 8.4 13.8 3.7 1.0 0 10.1
76 9.1 14.0 4.5 4.4 0 9.5
139 10.9 14.3 8.3 7.8 0 6.0
