DATE PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range
20000315 74 7.8 13.8 1.0 7.6 0.0 12.8
20000316 53 5.6 9.3 3.6 5.9 0.1 5.7
20000317 69 7.5 13.4 1.6 1.3 0 11.8
20000318 44 10.6 14.9 7.4 8.9 0 7.5
20000319 63 6.4 10.0 3.2 5.9 0.4 6.8
20000320 69 7.1 13.2 1.4 3.1 0 11.8
20000321 63 8.1 12.5 4.5 5.5 0 8.0
20000322 62 10.3 16.9 3.9 2.6 0 13.0
20000323 197 7.3 10.1 4.8 9.5 1.2 5.3
20000324 122 4.8 8.3 2.1 0.0 0 6.2
20000325 44 6.0 11.3 0.7 0.9 0 10.6
20000326 74 8.4 14.5 2.7 0.8 0 11.8
20000327 149 13.1 18.9 5.1 5.4 1.2 13.8
20000328 117 11.0 15.8 6.0 9.8 0.1 9.8
20000329 46 7.7 11.9 3.8 6.1 0.1 8.1
20000330 61 9.0 14.2 4.6 3.0 0 9.6
20000331 72 10.7 16.5 5.7 4.4 0 10.8
20000401 48 10.3 16.1 4.2 4.8 0 11.9
20000402 59 12.1 16.9 7.3 7.3 0 9.6
20000403 63 13.4 19.0 7.6 2.4 0 11.4
20000404 76 14.0 20.4 9.1 4.6 0 11.3
20000405 55 9.6 13.3 6.1 3.8 0.0 7.2
20000406 47 8.6 14.0 3.4 0.0 0 10.6
20000407 150 8.9 12.6 5.8 2.1 0 6.8
20000408 140 9.6 17.0 4.1 0.0 0 12.9
20000409 104 11.8 19.2 5.9 6.9 0.8 13.3
20000410 65 6.0 9.7 2.9 3.9 4.2 6.8
20000411 116 8.6 14.9 1.8 0.0 0 13.1
20000412 133 11.9 17.0 7.0 4.8 0 10.0
20000413 150 13.3 18.7 9.1 7.8 0 9.6
20000414 71 13.1 17.8 7.9 7.9 0 9.9
20000415 44 12.0 18.1 8.8 7.8 1.4 9.3
20000416 47 11.4 16.4 5.3 0.9 0 11.1
20000417 104 12.9 19.9 7.1 3.3 0 12.8
20000418 85 14.8 17.7 11.2 9.4 0.0 6.5
20000419 51 14.6 20.0 10.0 6.3 4.0 10.0
20000420 41 15.5 23.5 9.2 6.4 0.0 14.3
20000421 47 12.1 14.9 10.0 9.8 9.0 4.9
20000422 46 9.6 11.9 7.5 5.4 4.1 4.4
20000423 76 11.0 15.4 7.2 1.5 0 8.2
20000424 55 12.6 17.8 7.2 3.6 0 10.6
20000425 69 15.4 20.9 9.8 9.6 0.5 11.1
20000426 90 11.3 14.4 9.3 10.0 3.1 5.1
20000427 61 9.5 10.4 8.2 7.6 3.6 2.2
20000428 64 12.4 19.2 5.8 1.8 0 13.4
20000429 44 15.5 22.3 8.2 3.5 0 14.1
20000430 36 14.5 18.6 11.2 6.9 0 7.4
20000501 84 14.2 19.2 10.8 8.0 0.0 8.4
20000502 22 13.8 20.3 7.9 2.3 0 12.4
20000503 64 15.6 22.3 9.5 0.6 0 12.8
20000504 63 18.0 24.1 11.2 2.4 0 12.9
20000505 59 16.9 22.2 12.9 7.8 1.8 9.3
20000506 46 15.5 19.6 12.3 5.8 1.8 7.3
20000507 60 14.7 19.8 9.5 0.0 0 10.3
20000508 50 17.0 23.7 9.9 3.0 0 13.8
20000509 85 20.1 26.4 12.6 8.6 0 13.8
20000510 45 14.3 18.9 10.9 10.0 20.0 8.0
20000511 54 11.7 14.2 10.1 7.9 7.6 4.1
20000512 99 14.2 18.6 9.7 8.1 0 8.9
20000513 84 18.1 24.5 10.2 2.1 0 14.3
20000514 71 18.5 24.4 12.7 4.5 0 11.7
20000515 70 16.9 22.0 13.9 8.0 0.0 8.1
20000516 85 16.7 20.1 13.4 9.1 0.6 6.7
20000517 92 17.5 22.6 14.2 7.3 0 8.4
20000518 95 16.9 23.8 11.8 7.9 0 12.0
20000519 58 15.7 20.1 12.7 8.3 27.0 7.4
20000520 54 15.2 20.7 11.4 7.6 0 9.3
20000521 63 16.7 23.0 11.2 6.8 0.0 11.8
20000522 99 20.2 25.5 16.4 6.4 0 9.1
20000523 104 19.3 25.1 15.1 7.5 0 10.0
20000524 57 21.9 27.4 17.2 3.6 0 10.2
20000525 74 23.9 30.5 17.9 3.6 0 12.6
20000526 85 22.6 27.7 18.3 8.5 3.1 9.4
20000527 39 18.0 19.1 16.7 9.9 13.3 2.4
20000528 57 18.8 23.7 14.2 3.4 0 9.5
20000529 70 20.7 27.0 13.2 2.4 0 13.8
20000530 81 18.8 22.5 15.6 8.5 0 6.9
20000531 42 19.9 25.7 15.8 4.8 0.0 9.9
20000601 69 20.4 26.3 15.1 5.4 0.3 11.2
20000602 105 21.8 28.3 16.1 5.9 0 12.2
20000603 123 24.9 31.6 18.5 5.8 0.0 13.1
20000604 51 25.9 32.5 19.1 4.9 0 13.4
20000605 64 24.6 31.1 19.1 0.5 0 12.0
20000606 69 22.3 28.3 17.4 1.8 0 10.9
20000607 67 22.4 27.0 17.5 7.8 0 9.5
20000608 64 20.6 23.2 18.0 9.9 0.4 5.2
20000609 34 20.1 27.1 14.6 5.4 0 12.5
20000610 40 20.3 25.5 17.0 7.3 3.2 8.5
20000611 30 21.7 27.7 15.9 4.9 0 11.8
20000612 41 23.0 29.5 16.7 3.1 0.0 12.8
20000613 64 22.9 29.7 16.4 4.0 0.0 13.3
20000614 100 24.4 29.7 19.3 4.9 0.0 10.4
20000615 181 24.9 32.0 19.2 6.5 0 12.8
20000616 218 25.3 30.0 20.2 9.3 0 9.8
20000617 195 25.6 30.5 22.0 7.5 0 8.5
20000618 127 26.3 33.9 21.1 1.9 0 12.8
20000619 113 25.9 33.3 20.0 0.6 0 13.3
20000620 125 26.1 32.4 20.4 5.5 0 12.0
20000621 89 26.0 32.5 21.5 6.4 0 11.0
20000622 52 23.3 28.4 20.2 9.8 9.8 8.2
20000623 25 23.0 26.8 20.6 9.9 0.3 6.2
20000624 25 24.5 28.3 20.1 7.0 0 8.2
20000625 38 25.1 28.1 21.7 8.5 0 6.4
20000626 65 24.1 26.6 22.6 10.0 7.5 4.0
20000627 19 24.3 29.3 20.4 7.9 21.4 8.9
20000628 40 25.9 33.4 19.9 0.8 0 13.5
20000629 72 23.3 25.7 20.9 9.5 21.5 4.8
20000630 46 23.0 26.8 20.5 7.0 3.7 6.3
20000701 70 25.6 31.0 19.9 6.9 0 11.1
20000702 50 27.2 33.0 24.1 5.4 0 8.9
20000703 30 28.1 33.2 23.2 2.6 0 10.0
20000704 62 28.2 33.8 23.2 5.0 0.1 10.6
20000705 73 28.4 33.9 22.8 2.6 0 11.1
20000706 67 29.0 34.2 23.8 2.4 0 10.4
20000707 47 27.8 33.4 24.2 3.6 0 9.2
20000708 33 27.0 33.0 22.1 3.3 0 10.9
20000709 77 26.8 30.5 22.7 2.3 0 7.8
20000710 60 28.7 34.0 22.8 6.4 0.0 11.2
20000711 29 23.5 27.8 20.1 10.0 23.0 7.7
20000712 140 25.4 28.7 20.1 9.0 4.0 8.6
20000713 187 25.9 31.0 23.1 9.3 0 7.9
20000714 63 26.6 30.6 23.0 6.9 0 7.6
20000715 37 26.6 30.7 24.0 8.5 0 6.7
20000716 34 25.7 28.6 23.5 9.8 0 5.1
20000717 26 27.0 30.5 25.1 8.1 0.0 5.4
20000718 36 27.7 32.0 25.1 7.6 2.0 6.9
20000719 47 26.8 28.9 24.7 10.0 15.8 4.2
20000720 40 27.9 31.8 25.2 8.8 1.7 6.6
20000721 70 27.5 30.6 25.6 9.4 0 5.0
20000722 78 24.8 26.2 23.8 9.9 60.6 2.4
20000723 53 25.5 29.5 22.7 8.3 0 6.8
20000724 74 26.5 31.0 22.6 6.0 0 8.4
20000725 135 25.8 29.7 22.3 6.6 0 7.4
20000726 101 26.9 31.9 21.7 2.9 0 10.2
20000727 111 28.3 33.1 23.5 3.9 0 9.6
20000728 75 28.3 31.7 25.5 9.8 0 6.2
20000729 71 27.5 29.7 25.2 9.4 5.6 4.5
20000730 39 23.9 26.6 20.6 9.6 1.5 6.0
20000731 27 25.3 30.4 20.7 5.3 0.4 9.7
20000801 61 26.3 31.2 21.2 3.3 0 10.0
20000802 55 28.8 35.1 22.6 1.8 0 12.5
20000803 28 28.3 32.7 23.4 5.1 0.2 9.3
20000804 21 24.6 29.4 21.5 9.5 32.7 7.9
20000805 28 25.2 28.4 23.2 9.6 3.4 5.2
20000806 30 24.4 25.5 23.5 10.0 7.9 2.0
20000807 44 24.6 28.2 23.0 9.1 43.4 5.2
20000808 47 26.5 31.7 22.9 8.1 0.0 8.8
20000809 41 26.9 31.6 23.5 5.0 14.5 8.1
20000810 56 27.5 32.2 23.6 4.4 0 8.6
20000811 41 28.0 32.9 24.3 4.5 0 8.6
20000812 34 28.6 33.1 23.6 3.5 0 9.5
20000813 31 28.9 33.3 24.6 3.0 0 8.7
20000814 55 28.1 32.2 25.2 4.9 0 7.0
20000815 39 28.3 32.6 24.8 5.1 0 7.8
20000816 46 28.3 32.3 24.6 4.6 0 7.7
20000817 33 28.8 35.0 25.0 3.4 0.0 10.0
20000818 26 28.9 34.5 25.5 6.6 0.0 9.0
20000819 28 24.6 26.9 22.1 9.9 14.2 4.8
20000820 19 22.1 24.6 20.3 10.0 71.1 4.3
20000821 32 22.7 26.2 19.0 9.5 27.2 7.2
20000822 38 25.1 28.8 21.7 2.8 0.0 7.1
20000823 56 25.4 30.2 21.1 7.6 3.3 9.1
20000824 32 23.4 25.4 21.8 10.0 10.1 3.6
20000825 26 22.0 23.5 20.6 10.0 122.9 2.9
20000826 21 22.1 23.0 21.0 10.0 89.3 2.0
20000827 21 25.0 27.1 22.5 10.0 26.1 4.6
20000828 39 25.3 29.0 23.3 8.1 82.3 5.7
20000829 50 28.1 32.5 23.1 5.1 0 9.4
20000830 44 29.1 33.6 24.2 2.6 0 9.4
20000831 28 25.4 27.5 22.6 8.3 50.8 4.9
20000901 55 24.4 26.0 22.8 10.0 7.1 3.2
20000902 83 26.0 30.6 23.3 8.0 0 7.3
20000903 75 25.1 31.0 22.5 6.0 9.5 8.5
20000904 29 24.9 29.9 20.1 0.4 0 9.8
20000905 36 23.6 28.5 18.4 2.9 0 10.1
20000906 66 22.5 25.9 19.8 8.6 5.8 6.1
20000907 27 20.7 22.8 19.2 9.9 0.1 3.6
20000908 20 20.6 23.2 18.0 10.0 0.6 5.2
20000909 18 20.2 22.8 17.1 8.9 0.3 5.7
20000910 21 22.2 28.0 17.1 6.1 0 10.9
20000911 19 21.3 25.7 18.4 4.8 0 7.3
20000912 20 20.1 24.2 16.3 8.1 0 7.9
20000913 16 16.5 19.6 15.0 10.0 8.2 4.6
20000914 15 16.7 18.1 14.8 9.9 16.7 3.3
20000915 14 17.0 18.2 15.5 10.0 60.8 2.7
20000916 15 16.0 18.1 14.5 10.0 68.8 3.6
20000917 31 19.2 23.8 14.9 1.4 0.1 8.9
20000918 41 18.6 23.6 12.9 0.3 0 10.7
20000919 59 19.1 25.7 11.9 0.0 0 13.8
20000920 80 21.4 27.5 15.6 5.5 0 11.9
20000921 68 21.3 25.7 18.6 7.9 0 7.1
20000922 54 21.7 26.1 18.5 6.6 0 7.6
20000923 57 21.0 25.9 17.5 2.6 0 8.4
20000924 69 20.5 24.3 17.1 5.1 0 7.2
20000925 63 20.2 24.8 17.3 4.3 0.0 7.5
20000926 48 20.2 26.0 13.8 1.8 0 12.2
20000927 48 20.6 25.9 15.4 5.3 0 10.5
20000928 52 17.9 19.4 16.3 9.0 0.5 3.1
20000929 39 20.4 26.7 13.7 1.8 0 13.0
20000930 60 20.1 25.3 15.8 4.6 0 9.5
20001001 85 20.3 25.5 15.5 6.3 0 10.0
20001002 84 19.4 21.8 17.6 7.9 0.4 4.2
20001003 41 17.7 21.9 14.6 0.5 0 7.3
20001004 54 16.9 21.0 11.6 5.0 0 9.4
20001005 65 19.0 23.4 14.9 4.5 0 8.5
20001006 85 19.3 24.6 16.0 3.3 0 8.6
20001007 84 20.2 26.5 14.5 0.8 0 12.0
20001008 86 20.7 25.8 15.4 3.6 0 10.4
20001009 116 20.2 25.3 16.1 1.9 0 9.2
20001010 63 18.5 21.0 15.6 9.8 0.1 5.4
20001011 39 15.0 16.6 12.6 10.0 2.6 4.0
20001012 33 10.6 14.6 8.0 5.8 0 6.6
20001013 36 10.0 13.9 5.7 4.5 0 8.2
20001014 48 11.6 16.3 6.4 4.0 0 9.9
20001015 55 13.7 20.2 8.4 0.1 0 11.8
20001016 51 11.7 17.6 6.3 1.9 0 11.3
20001017 72 12.4 15.1 8.5 8.8 0.6 6.6
20001018 81 14.5 19.8 9.9 2.1 0 9.9
20001019 59 14.2 19.2 10.1 5.4 0 9.1
20001020 85 15.9 20.9 11.8 7.0 0 9.1
20001021 71 14.7 20.8 9.0 2.1 0 11.8
20001022 64 14.2 17.0 9.8 7.8 0 7.2
20001023 48 16.7 22.0 12.7 5.3 0.4 9.3
20001024 44 14.9 15.8 14.0 7.9 11.8 1.8
20001025 41 14.3 17.8 9.9 6.1 2.2 7.9
20001026 38 10.3 15.0 6.8 0.6 0 8.2
20001027 60 12.4 19.0 5.6 1.1 0 13.4
20001028 89 12.2 14.5 10.3 9.1 0 4.2
20001029 69 10.4 12.4 7.2 7.8 0 5.2
20001030 74 8.9 14.5 3.5 0.0 0 11.0
20001031 85 10.5 16.3 3.6 4.9 0 12.7
20001101 86 12.6 15.3 10.1 9.6 0 5.2
20001102 69 14.0 19.4 9.4 1.6 0 10.0
20001103 108 12.9 19.4 7.4 0.0 0 12.0
20001104 83 13.5 17.3 9.4 4.6 0 7.9
20001105 130 12.4 17.2 8.5 0.4 0 8.7
20001106 117 13.0 20.3 6.9 0.6 0 13.4
20001107 106 9.8 15.3 1.8 2.5 0.0 13.5
20001108 64 2.7 6.4 0.0 5.0 0 6.4
20001109 80 4.9 8.9 -0.1 5.4 0 9.0
20001110 59 4.2 7.2 0.3 8.9 1.4 6.9
20001111 58 1.9 6.5 -1.7 2.9 0 8.2
20001112 63 4.1 8.7 -0.5 5.4 0.0 9.2
20001113 76 6.4 11.5 0.9 3.5 0 10.6
20001114 94 8.8 13.6 4.5 4.4 0 9.1
20001115 86 10.5 13.1 7.9 8.1 0 5.2
20001116 21 6.1 9.4 3.9 9.3 8.8 5.5
20001117 43 5.4 7.5 2.5 5.9 0.0 5.0
20001118 62 3.4 7.5 -0.1 1.0 0 7.6
20001119 48 6.7 11.7 1.0 6.9 3.2 10.7
20001120 33 4.6 6.9 1.8 8.4 10.9 5.1
20001121 35 0.0 3.1 -2.5 1.4 0 5.6
20001122 57 2.0 7.3 -3.8 0.0 0 11.1
20001123 82 5.8 10.1 -0.2 5.8 0 10.3
20001124 105 9.2 13.0 5.6 7.5 0 7.4
20001125 107 10.0 15.4 5.0 1.1 0 10.4
20001126 73 7.2 10.4 1.8 5.8 2.8 8.6
20001127 38 3.2 6.9 -0.7 0.1 0 7.6
20001128 54 3.1 6.2 0.2 2.3 0 6.0
20001129 70 3.8 7.6 -1.5 2.9 0 9.1
20001130 89 6.4 10.1 3.2 6.6 0 6.9
20001201 113 6.2 11.0 1.9 0.6 0 9.1
20001202 112 6.7 11.6 2.1 6.4 0.0 9.5
20001203 55 2.4 7.4 -1.1 1.4 0.0 8.5
20001204 55 1.8 5.9 -3.7 2.0 0.9 9.6
20001205 80 1.4 6.1 -3.0 0.5 0.0 9.1
20001206 58 0.1 4.5 -4.8 0.9 0 9.3
20001207 98 4.3 7.0 -0.1 7.8 0 7.1
20001208 112 8.0 11.3 4.7 5.9 0 6.6
20001209 124 8.1 11.9 3.9 5.8 0 8.0
20001210 64 2.5 9.9 -5.2 4.9 2.2 15.1
20001211 28 -6.6 -3.7 -9.1 0.0 0 5.4
20001212 34 -4.6 -0.5 -9.2 3.1 0.0 8.7
20001213 73 -0.2 4.4 -4.4 5.4 0 8.8
20001214 104 3.5 7.4 -1.3 3.4 0.7 8.7
20001215 92 7.6 10.0 4.6 7.3 4.7 5.4
20001216 54 -0.6 5.9 -2.8 0.4 0 8.7
20001217 67 -0.5 4.1 -4.8 2.5 0 8.9
20001218 70 2.7 5.3 -1.2 8.1 3.2 6.5
20001219 88 1.5 4.8 -1.4 7.0 0.1 6.2
20001220 96 0.9 2.4 -0.4 6.8 0.0 2.8
20001221 62 1.0 4.6 -2.7 2.5 0 7.3
20001222 54 5.4 8.3 0.9 9.0 0.0 7.4
20001223 57 2.9 7.5 -0.1 5.3 13.9 7.6
20001224 39 -0.2 1.9 -2.3 6.4 0.3 4.2
20001225 27 -6.4 -1.3 -9.7 1.3 0.6 8.4
20001226 32 -8.7 -6.4 -11.4 0.0 0 5.0
20001227 66 -3.9 0.0 -9.1 6.1 0.0 9.1
20001228 63 -2.3 0.7 -4.6 3.0 0.0 5.3
20001229 110 -2.2 1.9 -6.5 1.8 0 8.4
20001230 88 2.3 7.0 -1.7 8.0 0.4 8.7
20001231 67 -5.8 2.3 -8.2 0.0 0 10.5
20010101 58 -4.5 -0.8 -9.5 6.5 1.2 8.7
20010102 245 -4.3 -0.2 -9.1 5.9 0 8.9
20010103 61 -8.3 -5.2 -10.4 0.3 0 5.2
20010104 56 -9.8 -6.7 -12.5 0.0 0 5.8
20010105 73 -6.8 -2.2 -11.0 1.3 0.0 8.8
20010106 77 -2.9 0.9 -8.8 4.3 0 9.7
20010107 18 0.4 1.1 -0.9 9.9 21.7 2.0
20010108 15 2.0 4.9 -0.2 3.0 0 5.1
20010109 36 -0.4 3.0 -6.0 7.5 8.9 9.0
20010110 52 -5.0 -1.5 -9.1 2.9 0.3 7.6
20010111 35 -8.0 -2.2 -14.4 1.1 0.2 12.2
20010112 47 -10.7 -7.6 -15.0 2.1 0 7.4
20010113 55 -10.2 -6.7 -15.0 2.8 0 8.3
20010114 35 -15.3 -11.3 -17.7 0.8 0 6.4
20010115 36 -15.5 -12.4 -18.6 0.0 0 6.2
20010116 49 -13.4 -10.0 -16.8 0.1 0 6.8
20010117 73 -8.4 -4.0 -15.1 4.4 0.0 11.1
20010118 108 -0.9 2.5 -4.4 5.4 0.0 6.9
20010119 151 0.3 3.8 -3.3 8.5 0.0 7.1
20010120 119 0.4 3.5 -2.1 6.8 1.2 5.6
20010121 112 -1.5 1.0 -3.9 5.5 0 4.9
20010122 131 -1.4 2.5 -3.9 6.3 0 6.4
20010123 83 -2.8 1.7 -6.7 0.8 0 8.4
20010124 48 0.3 3.9 -4.3 5.9 0 8.2
20010125 40 3.0 6.8 -0.2 3.0 0 7.0
20010126 28 1.2 2.8 0.0 9.1 0.0 2.8
20010127 29 0.0 1.8 -1.8 9.4 1.9 3.6
20010128 47 -3.0 0.5 -6.9 2.0 0 7.4
20010129 60 -2.6 1.8 -8.0 2.1 0.0 9.8
20010130 119 -0.5 2.6 -2.7 0.9 0 5.3
20010131 120 -0.3 1.9 -2.8 8.1 4.0 4.7
20010201 64 -5.8 0.6 -9.1 0.0 0 9.7
20010202 57 -4.9 -0.9 -10.4 5.0 0.1 9.5
20010203 115 0.1 3.7 -3.4 7.3 0 7.1
20010204 143 1.3 5.2 -1.2 3.8 0 6.4
20010205 141 1.5 5.7 -2.1 2.3 0 7.8
20010206 115 2.6 6.3 -0.7 3.0 0 7.0
20010207 61 -2.6 1.7 -8.1 3.5 0 9.8
20010208 45 -4.9 -0.8 -9.0 2.3 0.1 8.2
20010209 72 -0.9 4.0 -4.7 4.0 0.5 8.7
20010210 62 -1.4 1.7 -3.8 3.8 0 5.5
20010211 32 -3.5 0.1 -6.5 5.3 0 6.6
20010212 40 -4.2 0.0 -6.6 5.3 0 6.6
20010213 46 -3.9 -0.1 -6.4 5.3 0 6.3
20010214 54 -3.6 -0.1 -6.7 0.9 0 6.6
20010215 63 -3.4 0.1 -5.2 7.6 23.2 5.3
20010216 42 -6.1 -3.6 -8.6 1.0 0 5.0
20010217 54 -2.3 0.7 -7.0 8.9 0 7.7
20010218 74 2.7 5.6 -0.6 8.6 0.0 6.2
20010219 89 3.5 7.1 1.3 4.5 0 5.8
20010220 158 4.1 9.8 -0.7 1.4 0 10.5
20010221 124 5.9 9.2 3.7 4.4 0 5.5
20010222 143 6.4 12.2 1.7 3.1 0 10.5
20010223 119 3.5 6.2 0.4 10.0 8.2 5.8
20010224 23 0.0 2.3 -2.2 7.4 4.9 4.5
20010225 44 -0.5 3.8 -4.7 0.5 0 8.5
20010226 85 1.9 6.9 -3.1 0.9 0 10.0
20010227 100 3.0 8.1 -0.8 6.9 7.7 8.9
20010228 59 3.4 8.5 0.1 7.4 1.0 8.4
20010301 85 4.9 8.5 1.7 7.6 0 6.8
20010302 140 4.2 8.4 0.6 8.0 0 7.8
20010303 178 3.4 9.3 -0.1 8.6 11.2 9.4
20010304 73 -1.4 0.2 -3.5 5.9 0.8 3.7
20010305 107 1.9 5.5 -1.8 2.0 0 7.3
20010306 219 3.4 8.1 0.5 9.0 0 7.6
20010307 72 -1.6 1.7 -4.0 3.3 0 5.7
20010308 47 -3.6 -0.9 -6.1 4.8 0 5.2
20010309 56 -0.1 3.6 -5.3 4.4 0 8.9
20010310 57 2.1 4.9 -1.3 2.5 0 6.2
20010311 51 0.6 5.4 -3.6 1.3 0 9.0
20010312 58 2.1 6.4 -2.2 0.1 0 8.6
20010313 81 4.9 11.5 -1.5 0.5 0 13.0
20010314 79 8.0 12.5 3.3 8.3 1.0 9.2
20010315 37 4.0 9.2 0.1 2.4 0 9.1
20010316 78 6.0 12.0 -0.5 3.5 0 12.5
20010317 92 7.5 10.3 5.1 8.5 0.0 5.2
20010318 122 7.7 12.5 3.5 4.3 0 9.0
20010319 189 8.2 12.9 4.3 8.0 0 8.6
20010320 157 11.3 15.7 7.3 2.5 0 8.4
20010321 132 12.6 19.4 5.6 0.3 0 13.8
20010322 310 11.3 15.2 6.9 2.3 0.0 8.3
20010323 182 10.6 17.1 4.7 3.9 0 12.4
20010324 139 13.4 21.0 6.2 4.9 0 14.8
20010325 118 9.9 14.3 3.2 6.3 0 11.1
20010326 72 3.5 7.9 0.4 0.4 0 7.5
20010327 76 2.9 7.5 0.2 6.8 2.4 7.3
20010328 66 3.9 9.5 0.4 5.6 2.7 9.1
20010329 61 3.3 8.1 0.2 4.4 0.0 7.9
20010330 61 4.5 9.4 2.0 5.1 0.0 7.4
20010331 62 5.2 11.3 1.1 2.3 0 10.2
20010401 59 6.7 11.7 2.3 2.1 0 9.4
20010402 68 7.0 8.8 4.9 6.9 0.0 3.9
20010403 79 8.9 15.0 2.1 0.5 0 12.9
20010404 78 10.4 16.6 5.0 2.1 0 11.6
20010405 73 9.4 14.2 5.0 4.5 0 9.2
20010406 101 12.1 17.5 6.8 8.4 0 10.7
20010407 83 13.6 16.7 10.6 7.1 0 6.1
20010408 82 16.3 21.5 10.2 8.4 0 11.3
20010409 80 20.8 28.2 13.2 4.8 0 15.0
20010410 140 17.9 23.8 13.0 6.6 0 10.8
20010411 261 9.3 13.4 5.9 8.8 6.5 7.5
20010412 167 9.1 14.3 5.4 0.5 0 8.9
20010413 98 10.7 16.3 6.0 4.6 0.8 10.3
20010414 49 9.1 13.7 5.1 3.5 4.3 8.6
20010415 85 12.9 19.7 8.2 1.4 0 11.5
20010416 81 15.0 21.0 9.9 2.3 0 11.1
20010417 77 15.9 24.0 8.0 0.0 0 16.0
20010418 97 16.7 24.1 10.3 1.1 0 13.8
20010419 94 13.2 20.0 10.5 7.0 0 9.5
20010420 71 14.5 20.6 10.2 3.8 0 10.4
20010421 85 14.1 21.3 9.6 1.8 0 11.7
20010422 73 14.6 20.5 9.6 1.1 0 10.9
20010423 91 12.4 18.2 8.9 2.9 0 9.3
20010424 165 13.3 20.0 9.2 4.9 0 10.8
20010425 156 14.0 18.9 8.8 3.8 0 10.1
20010426 88 14.1 20.2 9.7 2.3 0 10.5
20010427 91 16.3 22.7 8.4 1.6 0 14.3
20010428 100 17.3 20.6 12.9 8.0 0.0 7.7
20010429 78 20.5 26.7 16.1 9.6 0.0 10.6
20010430 62 20.8 27.2 15.5 5.4 0.7 11.7
20010501 67 17.2 19.4 15.1 9.6 0.1 4.3
20010502 63 16.2 20.3 13.7 7.0 0 6.6
20010503 65 16.1 22.0 11.7 7.0 0 10.3
20010504 93 15.0 19.1 12.5 8.1 0.8 6.6
20010505 95 17.5 23.9 12.4 4.3 0 11.5
20010506 64 19.9 25.9 14.1 4.8 0.0 11.8
20010507 47 18.3 22.5 16.1 9.1 5.4 6.4
20010508 75 20.4 27.9 15.3 4.4 0 12.6
20010509 72 13.4 18.0 11.0 5.5 1.5 7.0
20010510 65 15.2 21.1 10.4 2.5 0 10.7
20010511 50 15.7 21.8 11.2 1.1 0 10.6
20010512 65 17.1 24.4 11.3 0.0 0 13.1
20010513 66 18.9 26.6 11.9 0.4 0 14.7
20010514 67 19.7 27.1 13.7 3.6 0 13.4
20010515 72 16.1 19.0 13.1 7.1 0.7 5.9
20010516 153 17.7 23.1 11.8 1.3 0 11.3
20010517 141 20.2 27.7 14.2 0.0 0 13.5
20010518 87 17.9 20.1 16.3 9.8 0.1 3.8
20010519 107 20.8 27.3 17.1 4.1 0.0 10.2
20010520 103 22.1 28.2 17.6 8.1 0 10.6
20010521 68 24.6 31.5 18.6 7.4 0 12.9
20010522 61 20.3 24.8 18.0 9.3 7.9 6.8
20010523 31 23.2 29.4 17.9 3.3 0 11.5
20010524 58 22.6 27.7 18.0 2.8 0 9.7
20010525 60 21.4 26.9 18.6 6.6 0.0 8.3
20010526 91 20.2 25.4 17.4 8.5 0 8.0
20010527 73 20.5 27.0 15.6 1.5 0 11.4
20010528 64 21.5 29.0 15.1 0.1 0 13.9
20010529 107 23.2 30.7 17.7 6.4 0 13.0
20010530 129 19.5 21.5 17.1 10.0 0 4.4
20010531 83 19.7 26.4 15.5 3.3 0 10.9
20010601 74 18.8 22.5 15.6 3.5 0.0 6.9
20010602 103 22.0 28.8 16.3 2.1 0 12.5
20010603 82 23.8 31.2 17.0 0.6 0 14.2
20010604 202 22.4 30.1 18.8 8.3 0 11.3
20010605 138 20.9 25.3 18.6 9.3 0 6.7
20010606 112 23.2 30.8 17.5 5.8 0 13.3
20010607 105 25.3 32.6 18.8 0.4 0 13.8
20010608 125 24.9 31.3 20.4 1.4 0 10.9
20010609 114 24.8 31.7 19.8 1.9 0 11.9
20010610 100 25.8 32.7 20.8 4.1 0 11.9
20010611 81 24.0 29.6 20.5 3.3 0 9.1
20010612 119 22.4 27.1 20.0 9.4 0.1 7.1
20010613 75 21.3 22.5 19.8 9.9 0.2 2.7
20010614 34 22.5 27.4 18.6 5.5 1.5 8.8
20010615 39 22.4 28.3 17.1 1.3 0 11.2
20010616 70 21.9 25.1 18.7 8.1 0.0 6.4
20010617 89 23.5 29.6 19.6 9.4 6.5 10.0
20010618 62 20.2 21.4 19.3 10.0 36.0 2.1
20010619 35 21.7 26.8 18.5 6.1 0.5 8.3
20010620 40 23.3 29.3 18.7 4.1 2.9 10.6
20010621 60 22.3 24.8 20.3 9.4 0.0 4.5
20010622 59 21.9 25.4 19.9 9.4 1.8 5.5
20010623 68 21.6 23.9 19.8 10.0 2.4 4.1
20010624 81 20.6 22.5 19.2 9.5 7.8 3.3
20010625 73 22.6 27.2 18.3 5.4 0 8.9
20010626 57 22.6 26.6 19.6 8.9 0.0 7.0
20010627 74 21.6 22.8 20.7 10.0 1.1 2.1
20010628 78 23.8 26.9 21.1 9.8 0.0 5.8
20010629 86 22.6 24.1 21.3 10.0 42.7 2.8
20010630 54 21.3 23.5 20.1 10.0 53.9 3.4
20010701 87 25.1 29.6 21.4 8.3 0.0 8.2
20010702 69 27.2 30.9 24.4 8.5 0 6.5
20010703 53 25.2 26.5 23.5 10.0 2.2 3.0
20010704 41 26.0 30.9 23.3 7.9 0 7.6
20010705 57 23.4 25.4 21.5 9.3 21.1 3.9
